word_index	level	word	pinyin	pinyin_numbered	pinyin_cc-cedict	part_of_speech
2030	5	报到	bàodào	bao4 dao4	bao4 dao4	动
2031	5	报道	bàodào	bao4 dao4	bao4 dao4	动、名
2032	5	报告	bàogào	bao4 gao4	bao4 gao4	动、名
2033	5	报警	bàojǐng	bao4 jing3	bao4 jing3	动
2034	5	暴雨	bàoyǔ	bao4 yu3	bao4 yu3	名
2035	5	抱怨	bàoyuàn	bao4 yuan4	bao4 yuan4	动
2036	5	背	bèi	bei4	bei4	名、动、形
2037	5	背后	bèihòu	bei4 hou4	bei4 hou4	名
2038	5	背景	bèijǐng	bei4 jing3	bei4 jing3	名
2039	5	被子	bèizi	bei4 zi5	bei4 zi5	名
2040	5	本2	běn	ben3	ben3	副、代
2041	5	本地	běndì	ben3 di4	ben3 di4	名
2042	5	本领	běnlǐng	ben3 ling3	ben3 ling3	名
2043	5	本人	běnrén	benr3 en2	ben3 r5 en2	代
2044	5	本质	běnzhì	ben3 zhi4	ben3 zhi4	名
2045	5	彼此	bǐcǐ	bi3 ci3	bi3 ci3	代
2046	5	比分	bǐfēn	bi3 fen1	bi3 fen1	名
2047	5	比例	bǐlì	bi3 li4	bi3 li4	名
2048	5	比喻	bǐyù	bi3 yu4	bi3 yu4	动、名
2049	5	必	bì	bi4	bi4	副
2050	5	毕竟	bìjìng	bi4 jing4	bi4 jing4	副
2051	5	避免	bìmiǎn	bi4 mian3	bi4 mian3	动
2052	5	闭幕式	bìmùshì	bi4 mu4 shi4	bi4 mu4 shi4	名
2053	5	必然	bìrán	bir4 an2	bi4 r5 an2	形、名
2054	5	必需	bìxū	bi4 xu1	bi4 xu1	动
2055	5	必要	bìyào	bi4 yao4	bi4 yao4	形
2056	5	便	biàn	bian4	bian4	副
2057	5	变动	biàndòng	bian4 dong4	bian4 dong4	动
2058	5	便利	biànlì	bian4 li4	bian4 li4	形、动
2059	5	便利店	biànlìdiàn	bian4 li4 dian4	bian4 li4 dian4	名
2060	5	标题	biāotí	biao1 ti2	biao1 ti2	名
2061	5	标志	biāozhì	biao1 zhi4	biao1 zhi4	名、动
2062	5	表达	biǎodá	biao3 da2	biao3 da2	动
2063	5	表面	biǎomiàn	biao3 mian4	biao3 mian4	名
2064	5	表明	biǎomíng	biao3 ming2	biao3 ming2	动
2065	5	表情	biǎoqíng	biao3 qing2	biao3 qing2	名
2066	5	别2	bié	bie2	bie2	动
2067	5	饼	bǐng	bing3	bing3	名
2068	5	病房	bìngfáng	bing4 fang2	bing4 fang2	名
2069	5	病情	bìngqíng	bing4 qing2	bing4 qing2	名
2070	5	拨打	bōdǎ	bo1 da3	bo1 da3	动
2071	5	玻璃	bōli	bo1 li5	bo1 li5	名
2072	5	博物馆	bówùguǎn	bo2 wu4 guan3	bo2 wu4 guan3	名
2073	5	不利	búlì	bu2 li4	bu4 li4	形
2074	5	不幸	búxìng	bu2 xing4	bu4 xing4	形、名
2075	5	不要紧	búyàojǐn	bu2 yao4 jin3	bu4 yao4 jin3	形
2076	5	补充	bǔchōng	bu3 chong1	bu3 chong1	动
2077	5	不得了	bùdéliǎo	bu4 de2 liao3	bu4 de2 liao3	形
2078	5	不符	bùfú	bu4 fu2	bu4 fu2	动
2079	5	不良	bùliáng	bu4 liang2	bu4 liang2	形
2080	5	不然	bùrán	bur4 an2	bu4 an2	连
2080	7-9	不然	bùrán	bur4 an2	bu4 an2	形
2081	5	步行	bùxíng	bu4 xing2	bu4 xing2	动
2082	5	不足	bùzú	bu4 zu2	bu4 zu2	动、名
2083	5	才2	cái	cai2	cai2	名
2084	5	裁判	cáipàn	cai2 pan4	cai2 pan4	动、名
2085	5	采访	cǎifǎng	cai3 fang3	cai3 fang3	动
2086	5	采取	cǎiqǔ	cai3 qu3	cai3 qu3	动
2087	5	彩色	cǎisè	cai3 se4	cai3 se4	名
2088	5	采用	cǎiyòng	cai3 yong4	cai3 yong4	动
2089	5	参考	cānkǎo	can1 kao3	can1 kao3	动
2090	5	餐饮	cānyǐn	can1 yin3	can1 yin3	名
2091	5	参与	cānyù	can1 yu4	can1 yu4	动
2092	5	藏	cáng	cang2	cang2	动
2093	5	操作	cāozuò	cao1 zuo4	cao1 zuo4	动
2094	5	册	cè	ce4	ce4	量
2095	5	测	cè	ce4	ce4	动
2096	5	测试	cèshì	ce4 shi4	ce4 shi4	动
2097	5	曾	céng	ceng2	ceng2	副
2098	5	曾经	céngjīng	ceng2 jing1	ceng2 jing1	副
2099	5	插	chā	cha1	cha1	动
2100	5	差别	chābié	cha1 bie2	cha1 bie2	名
2101	5	差距	chājù	cha1 ju4	cha1 ju4	名
2102	5	叉子	chāzi	cha1 zi5	cha1 zi5	名
2103	5	拆	chāi	chai1	chai1	动
2104	5	产	chǎn	chan3	chan3	动
2105	5	产量	chǎnliàng	chan3 liang4	chan3 liang4	名
2106	5	产品	chǎnpǐn	chan3 pin3	chan3 pin3	名
2107	5	产业	chǎnyè	chan3 ye4	chan3 ye4	名
2108	5	长处	chángchù	chang2 chu4	chang2 chu4	名
2109	5	长度	chángdù	chang2 du4	chang2 du4	名
2110	5	长久	chángjiǔ	chang2 jiu3	chang2 jiu3	形
2111	5	长期	chángqī	chang2 qi1	chang2 qi1	名、形
2112	5	常识	chángshí	chang2 shi2	chang2 shi2	名
2113	5	尝试	chángshì	chang2 shi4	chang2 shi4	动
2114	5	长途	chángtú	chang2 tu2	chang2 tu2	形
2115	5	长远	chángyuǎn	chang2 yuan3	chang2 yuan3	形
2116	5	场所	chǎngsuǒ	chang3 suo3	chang3 suo3	名
2117	5	超	chāo	chao1	chao1	动
2118	5	超出	chāochū	chao1 chu1	chao1 chu1	动
2119	5	超级	chāojí	chao1 ji2	chao1 ji2	形
2120	5	超速	chāosù	chao1 su4	chao1 su4	动
2121	5	朝	cháo	chao2	chao2	动、介
2122	5	吵	chǎo	chao3	chao3	形、动
2123	5	炒	chǎo	chao3	chao3	动
2124	5	车祸	chēhuò	che1 huo4	che1 huo4	名
2125	5	车库	chēkù	che1 ku4	che1 ku4	名
2126	5	车辆	chēliàng	che1 liang4	che1 liang4	名
2127	5	车厢	chēxiāng	che1 xiang1	che1 xiang1	名
2128	5	车主	chēzhǔ	che1 zhu3	che1 zhu3	名
2129	5	彻底	chèdǐ	che4 di3	che4 di3	形
2130	5	沉	chén	chen2	chen2	动、形
2131	5	沉默	chénmò	chen2 mo4	chen2 mo4	动
2132	5	称1	chēng	cheng1	cheng1	动
2133	5	称2	chēng	cheng1	cheng1	动
2134	5	称为	chēngwéi	cheng1 wei2	cheng1 wei2	动
2135	5	称赞	chēngzàn	cheng1 zan4	cheng1 zan4	动
2136	5	成本	chéngběn	cheng2 ben3	cheng2 ben3	名
2137	5	承担	chéngdān	cheng2 dan1	cheng2 dan1	动
2138	5	程度	chéngdù	cheng2 du4	cheng2 du4	名
2139	5	成分	chéngfèn	cheng2 fen4	cheng2 fen4	名
2140	5	成果	chéngguǒ	cheng2 guo3	cheng2 guo3	名
2141	5	成就	chéngjiù	cheng2 jiu4	cheng2 jiu4	名、动
2142	5	成立	chénglì	cheng2 li4	cheng2 li4	动
2143	5	成年1	chéngnián	cheng2 nian2	cheng2 nian2	动
2144	5	城区	chéngqū	cheng2 qu1	cheng2 qu1	名
2145	5	成人	chéngrén	chengr2 en2	cheng2 r5 en2	动、名
2146	5	承认	chéngrèn	chengr2 en4	cheng2 r5 en4	动
2147	5	承受	chéngshòu	cheng2 shou4	cheng2 shou4	动
2148	5	成熟	chéngshú	cheng2 shu2	cheng2 shu2	动、形
2149	5	乘务员	chéngwùyuán	cheng2 wu4 yuan2	cheng2 wu4 yuan2	名
2150	5	程序	chéngxù	cheng2 xu4	cheng2 xu4	名
2151	5	成员	chéngyuán	cheng2 yuan2	cheng2 yuan2	名
2152	5	成长	chéngzhǎng	cheng2 zhang3	cheng2 zhang3	动
2153	5	橙子	chéngzi	cheng2 zi5	cheng2 zi5	名
2154	5	池	chí	chi2	chi2	名
2155	5	持续	chíxù	chi2 xu4	chi2 xu4	动
2156	5	尺子	chǐzi	chi3 zi5	chi3 zi5	名
2157	5	翅膀	chìbǎng	chi4 bang3	chi4 bang3	名
2158	5	冲	chōng	chong1	chong1	动
2159	5	充电	chōngdiàn	chong1 dian4	chong1 dian4	动
2160	5	充分	chōngfèn	chong1 fen4	chong1 fen4	形
2161	5	充满	chōngmǎn	chong1 man3	chong1 man3	动
2162	5	充值	chōngzhí	chong1 zhi2	chong1 zhi2	动
2163	5	充足	chōngzú	chong1 zu2	chong1 zu2	形
2164	5	重复	chóngfù	chong2 fu4	chong2 fu4	动
2165	5	虫子	chóngzi	chong2 zi5	chong2 zi5	名
2166	5	宠物	chǒngwù	chong3 wu4	chong3 wu4	名
2167	5	抽	chōu	chou1	chou1	动
2168	5	丑	chǒu	chou3	chou3	形
2169	5	臭	chòu	chou4	chou4	形
2170	5	初	chū	chu1	chu1	名、副、前缀
2171	5	出版	chūbǎn	chu1 ban3	chu1 ban3	动
2172	5	初级	chūjí	chu1 ji2	chu1 ji2	形
2173	5	初期	chūqī	chu1 qi1	chu1 qi1	名
2174	5	出色	chūsè	chu1 se4	chu1 se4	形
2175	5	出售	chūshòu	chu1 shou4	chu1 shou4	动
2176	5	出席	chūxí	chu1 xi2	chu1 xi2	动
2177	5	出自	chūzì	chu1 zi4	chu1 zi4	动
2178	5	除夕	chúxī	chu2 xi1	chu2 xi1	名
2179	5	处	chǔ	chu3	chu3	动
2180	5	处理	chǔlǐ	chu3 li3	chu3 li3	动
2181	5	处于	chǔyú	chu3 yu2	chu3 yu2	动
2182	5	处	chù	chu4	chu4	名
2183	5	传	chuán	chuan2	chuan2	动
2184	5	传播	chuánbō	chuan2 bo1	chuan2 bo1	动
2185	5	传递	chuándì	chuan2 di4	chuan2 di4	动
2186	5	传说	chuánshuō	chuan2 shuo1	chuan2 shuo1	动、名
2187	5	传统	chuántǒng	chuan2 tong3	chuan2 tong3	名、形
2188	5	窗台	chuāngtái	chuang1 tai2	chuang1 tai2	名
2189	5	床单	chuángdān	chuang2 dan1	chuang2 dan1	名
2190	5	创新	chuàngxīn	chuang4 xin1	chuang4 xin1	动、名
2191	5	创业	chuàngyè	chuang4 ye4	chuang4 ye4	动
2192	5	创造	chuàngzào	chuang4 zao4	chuang4 zao4	动
2193	5	创作	chuàngzuò	chuang4 zuo4	chuang4 zuo4	动、名
2194	5	词汇	cíhuì	ci2 hui4	ci2 hui4	名
2195	5	辞职	cízhí	ci2 zhi2	ci2 zhi2	动
2196	5	此后	cǐhòu	ci3 hou4	ci3 hou4	名
2197	5	此前	cǐqián	ci3 qian2	ci3 qian2	名
2198	5	此时	cǐshí	ci3 shi2	ci3 shi2	名
2199	5	刺激	cìjī	ci4 ji1	ci4 ji1	动、名
2200	5	从不	cóngbù	cong2 bu4	cong2 bu4	
2201	5	从而	cóng’ér	cong2 er2	cong2 er2	连
2202	5	从前	cóngqián	cong2 qian2	cong2 qian2	名
2203	5	从事	cóngshì	cong2 shi4	cong2 shi4	动
2204	5	促进	cùjìn	cu4 jin4	cu4 jin4	动
2205	5	促使	cùshǐ	cu4 shi3	cu4 shi3	动
2206	5	促销	cùxiāo	cu4 xiao1	cu4 xiao1	动
2207	5	催	cuī	cui1	cui1	动
2208	5	存放	cúnfàng	cun2 fang4	cun2 fang4	动
2209	5	存款	cúnkuǎn	cun2 kuan3	cun2 kuan3	动、名
2210	5	存在	cúnzài	cun2 zai4	cun2 zai4	动
2211	5	措施	cuòshī	cuo4 shi1	cuo4 shi1	名
2212	5	达成	dáchéng	da2 cheng2	da2 cheng2	动
2213	5	打扮	dǎban	da3 ban5	da3 ban5	动
2214	5	打包	dǎbāo	da3 bao1	da3 bao1	动
2215	5	打断	dǎduàn	da3 duan4	da3 duan4	动
2216	5	打破	dǎpò	da3 po4	da3 po4	动
2217	5	打听	dǎting	da3 ting5	da3 ting5	动
2218	5	大胆	dàdǎn	da4 dan3	da4 dan3	形
2219	5	大多	dàduō	da4 duo1	da4 duo1	副
2220	5	大会	dàhuì	da4 hui4	da4 hui4	名
2221	5	大力	dàlì	da4 li4	da4 li4	名、副
2222	5	大妈	dàmā	da4 ma1	da4 ma1	名
2223	5	大米	dàmǐ	da4 mi3	da4 mi3	名
2224	5	大脑	dànǎo	dan4 ao3	dan4 ao3	名
2225	5	大批	dàpī	da4 pi1	da4 pi1	形
2226	5	大厦	dàshà	da4 sha4	da4 sha4	名
2227	5	大事	dàshì	da4 shi4	da4 shi4	名
2228	5	大象	dàxiàng	da4 xiang4	da4 xiang4	名
2229	5	大型	dàxíng	da4 xing2	da4 xing2	形
2230	5	大爷	dàye	da4 ye5	da4 ye5	名
2231	5	大于	dàyú	da4 yu2	da4 yu2	动
2232	5	大众	dàzhòng	da4 zhong4	da4 zhong4	名
2233	5	代	dài	dai4	dai4	动、名
2234	5	代表	dàibiǎo	dai4 biao3	dai4 biao3	名、动
2235	5	带动	dàidòng	dai4 dong4	dai4 dong4	动
2236	5	代替	dàitì	dai4 ti4	dai4 ti4	动
2237	5	待遇	dàiyù	dai4 yu4	dai4 yu4	名
2238	5	单	dān	dan1	dan1	形、副、名、量
2239	5	单独	dāndú	dan1 du2	dan1 du2	副
2240	5	担任	dānrèn	danr1 en4	dan1 r5 en4	动
2241	5	单一	dānyī	dan1 yi1	dan1 yi1	形
2242	5	单元	dānyuán	dan1 yuan2	dan1 yuan2	名
2243	5	胆小	dǎnxiǎo	dan3 xiao3	dan3 xiao3	形
2244	5	淡	dàn	dan4	dan4	形
2245	5	当地	dāngdì	dang1 di4	dang1 di4	名
2246	5	当年	dāngnián	dang1 nian2	dang1 nian2	名
2247	5	当前	dāngqián	dang1 qian2	dang1 qian2	动、名
2248	5	当中	dāngzhōng	dang1 zhong1	dang1 zhong1	名
2249	5	挡	dǎng	dang3	dang3	动
2250	5	当	dàng	dang4	dang4	动
2251	5	当成	dàngchéng	dang4 cheng2	dang4 cheng2	动
2252	5	当作	dàngzuò	dang4 zuo4	dang4 zuo4	动
2253	5	倒	dǎo	dao3	dao3	动
2254	5	导演	dǎoyǎn	dao3 yan3	dao3 yan3	动、名
2255	5	导致	dǎozhì	dao3 zhi4	dao3 zhi4	动
2256	5	到达	dàodá	dao4 da2	dao4 da2	动
2257	5	道理	dàolǐ	dao4 li3	dao4 li3	名
2258	5	到期	dàoqī	dao4 qi1	dao4 qi1	动
2259	5	登	dēng	deng1	deng1	动
2260	5	灯光	dēngguāng	deng1 guang1	deng1 guang1	名
2261	5	登记	dēngjì	deng1 ji4	deng1 ji4	动
2262	5	登录	dēnglù	deng1 lu4	deng1 lu4	动
2263	5	等待	děngdài	deng3 dai4	deng3 dai4	动
2264	5	等候	děnghòu	deng3 hou4	deng3 hou4	动
2265	5	等于	děngyú	deng3 yu2	deng3 yu2	动
2266	5	低头	dītóu	di1 tou2	di1 tou2	动
2267	5	的确	díquè	di2 que4	di2 que4	副
2268	5	敌人	dírén	dir2 en2	di2 r5 en2	名
2269	5	递	dì	di4	di4	动
2270	5	地理	dìlǐ	di4 li3	di4 li3	名
2271	5	地面	dìmiàn	di4 mian4	di4 mian4	名
2272	5	地区	dìqū	di4 qu1	di4 qu1	名
2273	5	地位	dìwèi	di4 wei4	di4 wei4	名
2274	5	地下	dìxià	di4 xia4	di4 xia4	名、形
2275	5	地震	dìzhèn	di4 zhen4	di4 zhen4	动
2276	5	点心	diǎnxin	dian3 xin5	dian3 xin5	名
2277	5	点赞	diǎnzàn	dian3 zan4	dian3 zan4	动
2278	5	电池	diànchí	dian4 chi2	dian4 chi2	名
2279	5	电动	diàndòng	dian4 dong4	dian4 dong4	形
2280	5	电器	diànqì	dian4 qi4	dian4 qi4	名
2281	5	电商	diànshāng	dian4 shang1	dian4 shang1	名
2282	5	电视台	diànshìtái	dian4 shi4 tai2	dian4 shi4 tai2	名
2283	5	电子版	diànzǐbǎn	dian4 zi3 ban3	dian4 zi3 ban3	名
2284	5	调1	diào	diao4	diao4	动
2285	5	调研	diàoyán	diao4 yan2	diao4 yan2	动
2286	5	定期	dìngqī	ding4 qi1	ding4 qi1	动、形
2287	5	丢失	diūshī	diu1 shi1	diu1 shi1	动
2288	5	冻	dòng	dong4	dong4	动
2289	5	洞	dòng	dong4	dong4	名
2290	5	动画	dònghuà	dong4 hua4	dong4 hua4	名
2291	5	动人	dòngrén	dongr4 en2	dong4 r5 en2	形
2292	5	动手	dòngshǒu	dong4 shou3	dong4 shou3	动
2293	5	豆腐	dòufu	dou4 fu5	dou4 fu5	名
2294	5	豆浆	dòujiāng	dou4 jiang1	dou4 jiang1	名
2295	5	独立	dúlì	du2 li4	du2 li4	动、形
2296	5	独特	dútè	du2 te4	du2 te4	形
2297	5	读音	dúyīn	du2 yin1	du2 yin1	名
2298	5	独自	dúzì	du2 zi4	du2 zi4	副
2299	5	堵	dǔ	du3	du3	动、形、量
2300	5	度	dù	du4	du4	量、名、动、后缀
2301	5	短处	duǎnchù	duan3 chu4	duan3 chu4	名
2302	5	短期	duǎnqī	duan3 qi1	duan3 qi1	名、形
2303	5	断	duàn	duan4	duan4	动
2304	5	堆	duī	dui1	dui1	动、名、量
2305	5	对比	duìbǐ	dui4 bi3	dui4 bi3	动、名
2306	5	对待	duìdài	dui4 dai4	dui4 dai4	动
2307	5	对手	duìshǒu	dui4 shou3	dui4 shou3	名
2308	5	队伍	duìwu	dui4 wu5	dui4 wu5	名
2309	5	对象	duìxiàng	dui4 xiang4	dui4 xiang4	名
2310	5	吨	dūn	dun1	dun1	量
2311	5	朵	duǒ	duo3	duo3	量
2312	5	躲	duǒ	duo3	duo3	动
2313	5	儿女	érnǚ	er2 nü3	er2 nü3	名
2314	5	二手	èrshǒu	er4 shou3	er4 shou3	形
2315	5	二维码	èrwéimǎ	er4 wei2 ma3	er4 wei2 ma3	名
2316	5	发表	fābiǎo	fa1 biao3	fa1 biao3	动
2317	5	发布	fābù	fa1 bu4	fa1 bu4	动
2318	5	发达	fādá	fa1 da2	fa1 da2	形、动
2319	5	发挥	fāhuī	fa1 hui1	fa1 hui1	动
2320	5	发明	fāmíng	fa1 ming2	fa1 ming2	动、名
2321	5	发起	fāqǐ	fa1 qi3	fa1 qi3	动
2322	5	发言	fāyán	fa1 yan2	fa1 yan2	动、名
2323	5	发音	fāyīn	fa1 yin1	fa1 yin1	动、名
2324	5	罚	fá	fa2	fa2	动
2325	5	罚款	fákuǎn	fa2 kuan3	fa2 kuan3	动、名
2326	5	法院	fǎyuàn	fa3 yuan4	fa3 yuan4	名
2327	5	翻	fān	fan1	fan1	动
2328	5	番茄	fānqié	fan1 qie2	fan1 qie2	名
2329	5	繁荣	fánróng	fanr2 o2 ng5	fan2 r5 o2 ng5	形、动
2330	5	反	fǎn	fan3	fan3	形、动、副
2331	5	反而	fǎn’ér	fan3 er2	fan3 er2	副
2332	5	反复	fǎnfù	fan3 fu4	fan3 fu4	副、动、名
2333	5	返回	fǎnhuí	fan3 hui2	fan3 hui2	动
2334	5	反应	fǎnyìng	fan3 ying4	fan3 ying4	动、名
2335	5	反映	fǎnyìng	fan3 ying4	fan3 ying4	动
2336	5	反正	fǎnzhèng	fan3 zheng4	fan3 zheng4	副
2337	5	范围	fànwéi	fan4 wei2	fan4 wei2	名
2338	5	方	fāng	fang1	fang1	形、名
2339	5	方案	fāng’àn	fang1 an4	fang1 an4	名
2340	5	防	fáng	fang2	fang2	动
2341	5	房屋	fángwū	fang2 wu1	fang2 wu1	名
2342	5	防止	fángzhǐ	fang2 zhi3	fang2 zhi3	动
2343	5	仿佛	fǎngfú	fang3 fu2	fang3 fu2	副
2344	5	访问	fǎngwèn	fang3 wen4	fang3 wen4	动
2345	5	飞行	fēixíng	fei1 xing2	fei1 xing2	动
2346	5	飞行员	fēixíngyuán	fei1 xing2 yuan2	fei1 xing2 yuan2	名
2347	5	非洲	Fēizhōu	fei1 zhou1	fei1 zhou1	名
2348	5	分别	fēnbié	fen1 bie2	fen1 bie2	动、副、名
2349	5	分布	fēnbù	fen1 bu4	fen1 bu4	动
2350	5	纷纷	fēnfēn	fen1 fen1	fen1 fen1	形、副
2351	5	分类	fēnlèi	fen1 lei4	fen1 lei4	动
2352	5	分离	fēnlí	fen1 li2	fen1 li2	动
2353	5	分配	fēnpèi	fen1 pei4	fen1 pei4	动
2354	5	分手	fēnshǒu	fen1 shou3	fen1 shou3	动
2355	5	分析	fēnxī	fen1 xi1	fen1 xi1	动
2356	5	分享	fēnxiǎng	fen1 xiang3	fen1 xiang3	动
2357	5	奋斗	fèndòu	fen4 dou4	fen4 dou4	动
2358	5	丰富多彩	fēngfù-duōcǎi	feng1 fu4 duo1 cai3	feng1 fu4 duo1 cai3	
2359	5	风格	fēnggé	feng1 ge2	feng1 ge2	名
2360	5	疯狂	fēngkuáng	feng1 kuang2	feng1 kuang2	形
2361	5	风俗	fēngsú	feng1 su2	feng1 su2	名
2362	5	风险	fēngxiǎn	feng1 xian3	feng1 xian3	名
2363	5	否定	fǒudìng	fou3 ding4	fou3 ding4	动、形
2364	5	否认	fǒurèn	four3 en4	fou3 r5 en4	动
2365	5	夫妇	fūfù	fu1 fu4	fu1 fu4	名
2366	5	扶	fú	fu2	fu2	动
2367	5	福	fú	fu2	fu2	名
2368	5	服装	fúzhuāng	fu2 zhuang1	fu2 zhuang1	名
2369	5	副1	fù	fu4	fu4	量
2370	5	富	fù	fu4	fu4	形
2371	5	付出	fùchū	fu4 chu1	fu4 chu1	动
2372	5	负担	fùdān	fu4 dan1	fu4 dan1	动、名
2373	5	妇女	fùnǚ	fu4 nü3	fu4 nü3	名
2374	5	富有	fùyǒu	fu4 you3	fu4 you3	形、动
2375	5	复制	fùzhì	fu4 zhi4	fu4 zhi4	动
2376	5	改革	gǎigé	gai3 ge2	gai3 ge2	动
2377	5	改进	gǎijìn	gai3 jin4	gai3 jin4	动
2378	5	改善	gǎishàn	gai3 shan4	gai3 shan4	动
2379	5	改天	gǎitiān	gai3 tian1	gai3 tian1	副
2380	5	改正	gǎizhèng	gai3 zheng4	gai3 zheng4	动
2381	5	盖	gài	gai4	gai4	名、动
2382	5	概括	gàikuò	gai4 kuo4	gai4 kuo4	动、形
2383	5	概念	gàiniàn	gai4 nian4	gai4 nian4	名
2384	5	敢于	gǎnyú	gan3 yu2	gan3 yu2	动
2385	5	刚好	gānghǎo	gang1 hao3	gang1 hao3	形、副
2386	5	高大	gāodà	gao1 da4	gao1 da4	形
2387	5	高档	gāodàng	gao1 dang4	gao1 dang4	形
2388	5	高度	gāodù	gao1 du4	gao1 du4	名、形
2389	5	高级	gāojí	gao1 ji2	gao1 ji2	形
2390	5	高科技	gāokējì	gao1 ke1 ji4	gao1 ke1 ji4	名
2391	5	高效	gāoxiào	gao1 xiao4	gao1 xiao4	形
2392	5	搞	gǎo	gao3	gao3	动
2393	5	告别	gàobié	gao4 bie2	gao4 bie2	动
2394	5	歌词	gēcí	ge1 ci2	ge1 ci2	名
2395	5	歌曲	gēqǔ	ge1 qu3	ge1 qu3	名
2396	5	隔	gé	ge2	ge2	动
2397	5	格外	géwài	ge2 wai4	ge2 wai4	副
2398	5	个别	gèbié	ge4 bie2	ge4 bie2	副、形
2399	5	各行各业	gèháng-gèyè	ge4 hang2 ge4 ye4	ge4 hang2 ge4 ye4	
2400	5	个人	gèrén	ger4 en2	ge4 r5 en2	名
2401	5	个性	gèxìng	ge4 xing4	ge4 xing4	名
2402	5	各自	gèzì	ge4 zi4	ge4 zi4	代
2403	5	根	gēn	gen1	gen1	名、量
2404	5	根本	gēnběn	gen1 ben3	gen1 ben3	名、形、副
2405	5	更换	gēnghuàn	geng1 huan4	geng1 huan4	动
2406	5	更新	gēngxīn	geng1 xin1	geng1 xin1	动
2407	5	公布	gōngbù	gong1 bu4	gong1 bu4	动
2408	5	工程	gōngchéng	gong1 cheng2	gong1 cheng2	名
2409	5	工程师	gōngchéngshī	gong1 cheng2 shi1	gong1 cheng2 shi1	名
2410	5	工具	gōngjù	gong1 ju4	gong1 ju4	名
2411	5	功能	gōngnéng	gong1 neng2	gong1 neng2	名
2412	5	公平	gōngpíng	gong1 ping2	gong1 ping2	形
2413	5	公务员	gōngwùyuán	gong1 wu4 yuan2	gong1 wu4 yuan2	名
2414	5	恭喜	gōngxǐ	gong1 xi3	gong1 xi3	动
2415	5	工业	gōngyè	gong1 ye4	gong1 ye4	名
2416	5	工艺	gōngyì	gong1 yi4	gong1 yi4	名
2417	5	公寓	gōngyù	gong1 yu4	gong1 yu4	名
2418	5	贡献	gòngxiàn	gong4 xian4	gong4 xian4	动、名
2419	5	共享	gòngxiǎng	gong4 xiang3	gong4 xiang3	动
2420	5	沟通	gōutōng	gou1 tong1	gou1 tong1	动
2421	5	构成	gòuchéng	gou4 cheng2	gou4 cheng2	动、名
2422	5	古	gǔ	gu3	gu3	形
2423	5	鼓	gǔ	gu3	gu3	名、动、形
2424	5	古代	gǔdài	gu3 dai4	gu3 dai4	名
2425	5	古老	gǔlǎo	gu3 lao3	gu3 lao3	形
2426	5	鼓掌	gǔzhǎng	gu3 zhang3	gu3 zhang3	动
2427	5	固定	gùdìng	gu4 ding4	gu4 ding4	动
2428	5	故乡	gùxiāng	gu4 xiang1	gu4 xiang1	名
2429	5	挂号	guàhào	gua4 hao4	gua4 hao4	动
2430	5	怪	guài	guai4	guai4	形、动、副
2431	5	关闭	guānbì	guan1 bi4	guan1 bi4	动
2432	5	观察	guānchá	guan1 cha2	guan1 cha2	动
2433	5	观点	guāndiǎn	guan1 dian3	guan1 dian3	名
2434	5	观念	guānniàn	guan1 nian4	guan1 nian4	名
2435	5	冠军	guànjūn	guan4 jun1	guan4 jun1	名
2436	5	光临	guānglín	guang1 lin2	guang1 lin2	动
2437	5	光明	guāngmíng	guang1 ming2	guang1 ming2	名、形
2438	5	光线	guāngxiàn	guang1 xian4	guang1 xian4	名
2439	5	广	guǎng	guang3	guang3	形
2440	5	广场	guǎngchǎng	guang3 chang3	guang3 chang3	名
2441	5	广大	guǎngdà	guang3 da4	guang3 da4	形
2442	5	广泛	guǎngfàn	guang3 fan4	guang3 fan4	形
2443	5	规律	guīlǜ	gui1 lü4	gui1 lü4	名、形
2444	5	规模	guīmó	gui1 mo2	gui1 mo2	名
2445	5	规则	guīzé	gui1 ze2	gui1 ze2	名、形
2446	5	贵姓	guìxìng	gui4 xing4	gui4 xing4	名
2447	5	柜子	guìzi	gui4 zi5	gui4 zi5	名
2448	5	滚	gǔn	gun3	gun3	动
2449	5	锅	guō	guo1	guo1	名
2450	5	国画	guóhuà	guo2 hua4	guo2 hua4	名
2451	5	国庆	guóqìng	guo2 qing4	guo2 qing4	名
2452	5	果然	guǒrán	guor3 an2	guo3 r5 an2	副
2453	5	果实	guǒshí	guo3 shi2	guo3 shi2	名
2454	5	过度	guòdù	guo4 du4	guo4 du4	形
2455	5	过分	guòfèn	guo4 fen4	guo4 fen4	形
2456	5	过敏	guòmǐn	guo4 min3	guo4 min3	动
2457	5	过期	guòqī	guo4 qi1	guo4 qi1	动
2458	5	过于	guòyú	guo4 yu2	guo4 yu2	副
2459	5	哈	hā	ha1	ha1	拟声、叹
2460	5	海关	hǎiguān	hai3 guan1	hai3 guan1	名
2461	5	海外	hǎiwài	hai3 wai4	hai3 wai4	名
2462	5	海鲜	hǎixiān	hai3 xian1	hai3 xian1	名
2463	5	含	hán	han2	han2	动
2464	5	含量	hánliàng	han2 liang4	han2 liang4	名
2465	5	含有	hányǒu	han2 you3	han2 you3	动
2466	5	汗水	hànshuǐ	han4 shui3	han4 shui3	名
2467	5	行	háng	hang2	hang2	名、量
2468	5	行业	hángyè	hang2 ye4	hang2 ye4	名
2469	5	好评	hǎopíng	hao3 ping2	hao3 ping2	名
